Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0521	0.1246	25000	125000
3	Spectrogram 1	1	0.1417	0.2014	25000	125000
4	Spectrogram 1	1	0.2398	0.4275	25000	125000
5	Spectrogram 1	1	0.4489	0.6195	25000	125000
6	Spectrogram 1	1	0.6494	0.8158	25000	125000
7	Spectrogram 1	1	0.8414	1.0291	25000	125000
8	Spectrogram 1	1	1.0761	1.1358	25000	125000
9	Spectrogram 1	1	1.1827	1.3235	25000	125000
10	Spectrogram 1	1	1.3406	1.4985	25000	125000
11	Spectrogram 1	1	1.5283	1.6009	25000	125000
12	Spectrogram 1	1	1.9379	1.9763	25000	125000
