Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.0819	0.1673	25000	125000
3	Spectrogram 1	1	0.1801	0.2441	25000	125000
4	Spectrogram 1	1	0.2782	0.3635	25000	125000
5	Spectrogram 1	1	0.3849	0.547	25000	125000
6	Spectrogram 1	1	0.5683	0.7689	25000	125000
7	Spectrogram 1	1	0.7945	0.8755	25000	125000
8	Spectrogram 1	1	0.8969	1.059	25000	125000
9	Spectrogram 1	1	1.0846	1.2211	25000	125000
10	Spectrogram 1	1	1.2339	1.3107	25000	125000
11	Spectrogram 1	1	1.3321	1.5027	25000	125000
12	Spectrogram 1	1	1.5155	1.6862	25000	125000
13	Spectrogram 1	1	1.7203	1.8099	25000	125000
14	Spectrogram 1	1	1.8611	1.9379	25000	125000
