Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.3294	0.4019	25000	125000
2	Spectrogram 1	1	0.4361	0.5001	25000	125000
3	Spectrogram 1	1	0.5342	0.6195	25000	125000
4	Spectrogram 1	1	0.7603	0.8329	25000	125000
5	Spectrogram 1	1	1.0078	1.0846	25000	125000
6	Spectrogram 1	1	1.1315	1.2809	25000	125000
7	Spectrogram 1	1	1.3065	1.3705	25000	125000
8	Spectrogram 1	1	1.4259	1.5198	25000	125000
9	Spectrogram 1	1	1.5582	1.6265	25000	125000
10	Spectrogram 1	1	1.6734	1.7203	25000	125000
