Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2995	0.3507	25000	125000
2	Spectrogram 1	1	0.3891	0.4958	25000	125000
3	Spectrogram 1	1	0.5299	0.6195	25000	125000
4	Spectrogram 1	1	0.6451	0.7049	25000	125000
5	Spectrogram 1	1	0.739	0.803	25000	125000
6	Spectrogram 1	1	0.8499	0.9097	25000	125000
7	Spectrogram 1	1	0.9566	1.0163	25000	125000
8	Spectrogram 1	1	1.0505	1.1059	25000	125000
9	Spectrogram 1	1	1.1529	1.2126	25000	125000
10	Spectrogram 1	1	1.2553	1.2937	25000	125000
11	Spectrogram 1	1	1.3363	1.4259	25000	125000
12	Spectrogram 1	1	1.4601	1.5241	25000	125000
13	Spectrogram 1	1	1.5625	1.6478	25000	125000
14	Spectrogram 1	1	1.6777	1.7374	25000	125000
15	Spectrogram 1	1	1.7587	1.8569	25000	125000
16	Spectrogram 1	1	1.8867	1.9721	25000	125000
