Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0478	0.1118	25000	125000
3	Spectrogram 1	1	0.1417	0.3763	25000	125000
4	Spectrogram 1	1	0.4958	0.5769	25000	125000
5	Spectrogram 1	1	0.6195	0.7006	25000	125000
6	Spectrogram 1	1	0.7305	0.8969	25000	125000
7	Spectrogram 1	1	0.9139	0.9779	25000	125000
8	Spectrogram 1	1	1.0121	1.0633	25000	125000
9	Spectrogram 1	1	1.0889	1.1571	25000	125000
10	Spectrogram 1	1	1.1827	1.3449	25000	125000
11	Spectrogram 1	1	1.3577	1.4217	25000	125000
12	Spectrogram 1	1	1.4515	1.6478	25000	125000
