Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1587	25000	125000
2	Spectrogram 1	1	0.1971	0.2441	25000	125000
3	Spectrogram 1	1	0.291	0.3806	25000	125000
4	Spectrogram 1	1	0.4147	0.4702	25000	125000
5	Spectrogram 1	1	0.5342	0.5769	25000	125000
6	Spectrogram 1	1	0.6793	0.7177	25000	125000
7	Spectrogram 1	1	0.7902	0.8457	25000	125000
8	Spectrogram 1	1	0.9267	1.0206	25000	125000
9	Spectrogram 1	1	1.0547	1.1913	25000	125000
10	Spectrogram 1	1	1.2254	1.3747	25000	125000
11	Spectrogram 1	1	1.4131	1.6094	25000	125000
12	Spectrogram 1	1	1.7929	1.9337	25000	125000
