Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0563	25000	125000
2	Spectrogram 1	1	0.0862	0.1715	25000	125000
3	Spectrogram 1	1	0.2611	0.419	25000	125000
4	Spectrogram 1	1	0.4702	0.6281	25000	125000
5	Spectrogram 1	1	0.675	0.7817	25000	125000
6	Spectrogram 1	1	0.8414	0.9907	25000	125000
7	Spectrogram 1	1	1.0547	1.1998	25000	125000
8	Spectrogram 1	1	1.2467	1.4089	25000	125000
9	Spectrogram 1	1	1.4601	1.5966	25000	125000
10	Spectrogram 1	1	1.635	1.7289	25000	125000
11	Spectrogram 1	1	1.7459	1.891	25000	125000
12	Spectrogram 1	1	1.9294	1.9763	25000	125000
