Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1331	0.1886	25000	125000
3	Spectrogram 1	1	0.227	0.291	25000	125000
4	Spectrogram 1	1	0.8585	1.0334	25000	125000
5	Spectrogram 1	1	1.0547	1.1913	25000	125000
6	Spectrogram 1	1	1.2254	1.2937	25000	125000
7	Spectrogram 1	1	1.3406	1.3918	25000	125000
8	Spectrogram 1	1	1.4345	1.4899	25000	125000
9	Spectrogram 1	1	1.5241	1.6563	25000	125000
10	Spectrogram 1	1	1.6862	1.7502	25000	125000
11	Spectrogram 1	1	1.7758	1.9123	25000	125000
12	Spectrogram 1	1	1.9507	1.9763	25000	125000
