Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1033	25000	125000
2	Spectrogram 1	1	0.1545	0.2398	25000	125000
3	Spectrogram 1	1	0.2995	0.3849	25000	125000
4	Spectrogram 1	1	0.4147	0.5129	25000	125000
5	Spectrogram 1	1	0.5385	0.6366	25000	125000
6	Spectrogram 1	1	0.6707	0.7433	25000	125000
7	Spectrogram 1	1	0.7774	0.9267	25000	125000
8	Spectrogram 1	1	0.9438	1.0505	25000	125000
9	Spectrogram 1	1	1.0675	1.1827	25000	125000
10	Spectrogram 1	1	1.2041	1.3321	25000	125000
11	Spectrogram 1	1	1.3577	1.4814	25000	125000
12	Spectrogram 1	1	1.5027	1.571	25000	125000
13	Spectrogram 1	1	1.6051	1.6862	25000	125000
14	Spectrogram 1	1	1.7417	1.8057	25000	125000
15	Spectrogram 1	1	1.8398	1.9763	25000	125000
