Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.2398	25000	125000
2	Spectrogram 1	1	0.2697	0.4019	25000	125000
3	Spectrogram 1	1	0.4147	0.4958	25000	125000
4	Spectrogram 1	1	0.5171	0.5897	25000	125000
5	Spectrogram 1	1	0.611	0.7134	25000	125000
6	Spectrogram 1	1	0.7603	0.8243	25000	125000
7	Spectrogram 1	1	0.8542	0.9267	25000	125000
8	Spectrogram 1	1	0.9609	1.0462	25000	125000
9	Spectrogram 1	1	1.1059	1.1913	25000	125000
10	Spectrogram 1	1	1.2254	1.2894	25000	125000
