Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1075	25000	125000
2	Spectrogram 1	1	0.291	0.4403	25000	125000
3	Spectrogram 1	1	0.4702	0.6409	25000	125000
4	Spectrogram 1	1	0.6622	0.8115	25000	125000
5	Spectrogram 1	1	0.8542	0.9993	25000	125000
6	Spectrogram 1	1	1.0249	1.1443	25000	125000
7	Spectrogram 1	1	1.187	1.3406	25000	125000
8	Spectrogram 1	1	1.3662	1.4686	25000	125000
9	Spectrogram 1	1	1.5113	1.6222	25000	125000
10	Spectrogram 1	1	1.6563	1.7417	25000	125000
11	Spectrogram 1	1	1.7843	1.8313	25000	125000
