Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1033	25000	125000
2	Spectrogram 1	1	0.1246	0.1971	25000	125000
3	Spectrogram 1	1	0.2099	0.2654	25000	125000
4	Spectrogram 1	1	0.3038	0.3763	25000	125000
5	Spectrogram 1	1	0.5086	0.5513	25000	125000
6	Spectrogram 1	1	0.6067	0.7945	25000	125000
7	Spectrogram 1	1	0.8329	1.0078	25000	125000
8	Spectrogram 1	1	1.0419	1.2638	25000	125000
9	Spectrogram 1	1	1.3065	1.4771	25000	125000
10	Spectrogram 1	1	1.5198	1.5966	25000	125000
11	Spectrogram 1	1	1.6435	1.8654	25000	125000
12	Spectrogram 1	1	1.9209	1.9763	25000	125000
