Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.1033	25000	125000
2	Spectrogram 1	1	0.1374	0.3081	25000	125000
3	Spectrogram 1	1	0.3379	0.4787	25000	125000
4	Spectrogram 1	1	0.4873	0.6409	25000	125000
5	Spectrogram 1	1	0.6537	0.7817	25000	125000
6	Spectrogram 1	1	0.7945	0.9054	25000	125000
7	Spectrogram 1	1	0.9182	1.0547	25000	125000
8	Spectrogram 1	1	1.4345	1.5625	25000	125000
9	Spectrogram 1	1	1.571	1.7331	25000	125000
10	Spectrogram 1	1	1.7545	1.9209	25000	125000
11	Spectrogram 1	1	1.9422	1.9763	25000	125000
