Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1203	0.1886	25000	125000
3	Spectrogram 1	1	0.2313	0.3038	25000	125000
4	Spectrogram 1	1	0.355	0.5171	25000	125000
5	Spectrogram 1	1	0.5598	0.675	25000	125000
6	Spectrogram 1	1	0.7177	0.803	25000	125000
7	Spectrogram 1	1	0.8499	0.9907	25000	125000
8	Spectrogram 1	1	1.0249	1.1187	25000	125000
9	Spectrogram 1	1	1.1529	1.2339	25000	125000
10	Spectrogram 1	1	1.3747	1.4942	25000	125000
11	Spectrogram 1	1	1.5497	1.6137	25000	125000
