Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1246	0.2739	25000	125000
3	Spectrogram 1	1	0.3038	0.4318	25000	125000
4	Spectrogram 1	1	0.4617	0.6025	25000	125000
5	Spectrogram 1	1	0.6409	0.7731	25000	125000
6	Spectrogram 1	1	0.7987	0.9097	25000	125000
7	Spectrogram 1	1	0.9609	1.0035	25000	125000
8	Spectrogram 1	1	1.0761	1.2254	25000	125000
9	Spectrogram 1	1	1.2467	1.4089	25000	125000
10	Spectrogram 1	1	1.4985	1.6265	25000	125000
11	Spectrogram 1	1	1.6649	1.8569	25000	125000
12	Spectrogram 1	1	1.8867	1.9763	25000	125000
