Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1929	25000	125000
2	Spectrogram 1	1	0.2227	0.2825	25000	125000
3	Spectrogram 1	1	0.3294	0.3806	25000	125000
4	Spectrogram 1	1	0.4318	0.5086	25000	125000
5	Spectrogram 1	1	0.5769	0.6238	25000	125000
6	Spectrogram 1	1	0.6963	0.8755	25000	125000
7	Spectrogram 1	1	0.9267	1.0675	25000	125000
8	Spectrogram 1	1	1.1187	1.2297	25000	125000
9	Spectrogram 1	1	1.2681	1.3406	25000	125000
10	Spectrogram 1	1	1.507	1.6265	25000	125000
11	Spectrogram 1	1	1.6691	1.8014	25000	125000
12	Spectrogram 1	1	1.8313	1.8867	25000	125000
13	Spectrogram 1	1	1.9294	1.9763	25000	125000
