Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2313	0.419	25000	125000
2	Spectrogram 1	1	0.4574	0.5897	25000	125000
3	Spectrogram 1	1	0.611	0.6835	25000	125000
4	Spectrogram 1	1	0.7902	0.9182	25000	125000
5	Spectrogram 1	1	0.9523	1.123	25000	125000
6	Spectrogram 1	1	1.1699	1.3022	25000	125000
7	Spectrogram 1	1	1.3406	1.4601	25000	125000
8	Spectrogram 1	1	1.4985	1.6009	25000	125000
9	Spectrogram 1	1	1.6265	1.7459	25000	125000
10	Spectrogram 1	1	1.8782	1.9507	25000	125000
