Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.2313	0.3337	25000	125000
3	Spectrogram 1	1	0.5299	0.7134	25000	125000
4	Spectrogram 1	1	0.7219	0.9737	25000	125000
5	Spectrogram 1	1	1.0206	1.0675	25000	125000
6	Spectrogram 1	1	1.1614	1.3406	25000	125000
7	Spectrogram 1	1	1.3619	1.5667	25000	125000
8	Spectrogram 1	1	1.5753	1.7246	25000	125000
9	Spectrogram 1	1	1.7587	1.8526	25000	125000
10	Spectrogram 1	1	1.8654	1.9763	25000	125000
