Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.0862	0.3337	25000	125000
3	Spectrogram 1	1	0.3763	0.547	25000	125000
4	Spectrogram 1	1	0.5726	0.7134	25000	125000
5	Spectrogram 1	1	0.7262	0.8329	25000	125000
6	Spectrogram 1	1	0.8457	0.9225	25000	125000
7	Spectrogram 1	1	0.9395	1.0206	25000	125000
8	Spectrogram 1	1	1.0334	1.0761	25000	125000
9	Spectrogram 1	1	1.5369	1.6137	25000	125000
10	Spectrogram 1	1	1.6393	1.6905	25000	125000
11	Spectrogram 1	1	1.7161	1.9337	25000	125000
