Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1289	0.2227	25000	125000
3	Spectrogram 1	1	0.2569	0.3294	25000	125000
4	Spectrogram 1	1	0.8286	0.8926	25000	125000
5	Spectrogram 1	1	0.9267	0.9993	25000	125000
6	Spectrogram 1	1	1.0334	1.1017	25000	125000
7	Spectrogram 1	1	1.2254	1.2979	25000	125000
8	Spectrogram 1	1	1.6734	1.7289	25000	125000
9	Spectrogram 1	1	1.7715	1.8313	25000	125000
10	Spectrogram 1	1	1.8782	1.9251	25000	125000
