Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1289	0.2185	25000	125000
2	Spectrogram 1	1	0.2654	0.4873	25000	125000
3	Spectrogram 1	1	0.5427	0.6025	25000	125000
4	Spectrogram 1	1	0.6579	0.8883	25000	125000
5	Spectrogram 1	1	0.9353	1.0206	25000	125000
6	Spectrogram 1	1	1.0675	1.2169	25000	125000
7	Spectrogram 1	1	1.2553	1.4089	25000	125000
8	Spectrogram 1	1	1.4345	1.5625	25000	125000
9	Spectrogram 1	1	1.5966	1.6691	25000	125000
10	Spectrogram 1	1	1.7118	1.8057	25000	125000
11	Spectrogram 1	1	1.9123	1.9763	25000	125000
