Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0777	0.1374	25000	125000
3	Spectrogram 1	1	0.2526	0.3294	25000	125000
4	Spectrogram 1	1	0.3507	0.4062	25000	125000
5	Spectrogram 1	1	0.4403	0.4915	25000	125000
6	Spectrogram 1	1	0.7646	0.8201	25000	125000
7	Spectrogram 1	1	0.8798	0.9993	25000	125000
8	Spectrogram 1	1	1.0291	1.0846	25000	125000
9	Spectrogram 1	1	1.1187	1.1785	25000	125000
10	Spectrogram 1	1	1.2169	1.2809	25000	125000
11	Spectrogram 1	1	1.315	1.4174	25000	125000
12	Spectrogram 1	1	1.4473	1.5113	25000	125000
13	Spectrogram 1	1	1.5454	1.6478	25000	125000
14	Spectrogram 1	1	1.6691	1.7843	25000	125000
15	Spectrogram 1	1	1.7971	1.9081	25000	125000
16	Spectrogram 1	1	1.9294	1.9763	25000	125000
