Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0947	25000	125000
2	Spectrogram 1	1	0.1331	0.2611	25000	125000
3	Spectrogram 1	1	0.3977	0.5939	25000	125000
4	Spectrogram 1	1	0.6835	0.803	25000	125000
5	Spectrogram 1	1	0.8329	0.995	25000	125000
6	Spectrogram 1	1	1.0377	1.2083	25000	125000
7	Spectrogram 1	1	1.2382	1.3662	25000	125000
8	Spectrogram 1	1	1.3875	1.4814	25000	125000
9	Spectrogram 1	1	1.5198	1.6222	25000	125000
10	Spectrogram 1	1	1.6606	1.827	25000	125000
11	Spectrogram 1	1	1.8441	1.9763	25000	125000
