Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0265	0.2398	25000	125000
2	Spectrogram 1	1	0.2739	0.3678	25000	125000
3	Spectrogram 1	1	0.4019	0.6238	25000	125000
4	Spectrogram 1	1	0.6622	0.8499	25000	125000
5	Spectrogram 1	1	0.8841	0.9523	25000	125000
6	Spectrogram 1	1	0.9907	1.0974	25000	125000
7	Spectrogram 1	1	1.123	1.3235	25000	125000
8	Spectrogram 1	1	1.3534	1.4686	25000	125000
9	Spectrogram 1	1	1.4942	1.6222	25000	125000
10	Spectrogram 1	1	1.9038	1.955	25000	125000
