Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1203	25000	125000
2	Spectrogram 1	1	0.1545	0.3806	25000	125000
3	Spectrogram 1	1	0.4147	0.6153	25000	125000
4	Spectrogram 1	1	0.6622	0.7518	25000	125000
5	Spectrogram 1	1	0.7902	0.8755	25000	125000
6	Spectrogram 1	1	0.9267	1.1742	25000	125000
7	Spectrogram 1	1	1.2083	1.3107	25000	125000
8	Spectrogram 1	1	1.3577	1.4729	25000	125000
9	Spectrogram 1	1	1.4942	1.635	25000	125000
10	Spectrogram 1	1	1.6649	1.7502	25000	125000
11	Spectrogram 1	1	1.7843	1.891	25000	125000
12	Spectrogram 1	1	1.9251	1.9763	25000	125000
