Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0563	25000	125000
2	Spectrogram 1	1	0.1075	0.2142	25000	125000
3	Spectrogram 1	1	0.2441	0.3806	25000	125000
4	Spectrogram 1	1	0.4147	0.5086	25000	125000
5	Spectrogram 1	1	0.5257	0.6451	25000	125000
6	Spectrogram 1	1	0.6622	0.7347	25000	125000
7	Spectrogram 1	1	0.7603	0.8158	25000	125000
8	Spectrogram 1	1	0.8755	0.9267	25000	125000
9	Spectrogram 1	1	1.0974	1.1358	25000	125000
10	Spectrogram 1	1	1.1998	1.2851	25000	125000
11	Spectrogram 1	1	1.4643	1.6393	25000	125000
12	Spectrogram 1	1	1.6819	1.7502	25000	125000
13	Spectrogram 1	1	1.8014	1.8569	25000	125000
14	Spectrogram 1	1	1.9038	1.9763	25000	125000
