Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.5086	0.6238	25000	125000
2	Spectrogram 1	1	0.6494	0.6963	25000	125000
3	Spectrogram 1	1	0.7518	0.7859	25000	125000
4	Spectrogram 1	1	0.8371	0.8841	25000	125000
5	Spectrogram 1	1	0.9267	1.0163	25000	125000
6	Spectrogram 1	1	1.0547	1.1742	25000	125000
7	Spectrogram 1	1	1.1998	1.2809	25000	125000
8	Spectrogram 1	1	1.3022	1.3918	25000	125000
9	Spectrogram 1	1	1.4259	1.4899	25000	125000
10	Spectrogram 1	1	1.5326	1.5881	25000	125000
11	Spectrogram 1	1	1.6478	1.7246	25000	125000
12	Spectrogram 1	1	1.7715	1.8782	25000	125000
