Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.1203	25000	125000
2	Spectrogram 1	1	0.1459	0.2227	25000	125000
3	Spectrogram 1	1	0.2569	0.3507	25000	125000
4	Spectrogram 1	1	0.3763	0.4403	25000	125000
5	Spectrogram 1	1	0.4659	0.5513	25000	125000
6	Spectrogram 1	1	0.5726	0.6366	25000	125000
7	Spectrogram 1	1	0.6665	0.7262	25000	125000
8	Spectrogram 1	1	0.7646	0.8158	25000	125000
9	Spectrogram 1	1	0.8499	0.8969	25000	125000
10	Spectrogram 1	1	0.9395	1.0803	25000	125000
11	Spectrogram 1	1	1.1102	1.2083	25000	125000
12	Spectrogram 1	1	1.2467	1.3235	25000	125000
13	Spectrogram 1	1	1.3619	1.4814	25000	125000
14	Spectrogram 1	1	1.5667	1.6563	25000	125000
15	Spectrogram 1	1	1.6905	1.7971	25000	125000
16	Spectrogram 1	1	1.8355	1.9763	25000	125000
