Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1374	25000	125000
2	Spectrogram 1	1	0.1673	0.3337	25000	125000
3	Spectrogram 1	1	0.3593	0.5001	25000	125000
4	Spectrogram 1	1	0.5129	0.7305	25000	125000
5	Spectrogram 1	1	0.7433	0.8499	25000	125000
6	Spectrogram 1	1	0.8713	1.0718	25000	125000
7	Spectrogram 1	1	1.0931	1.3278	25000	125000
8	Spectrogram 1	1	1.3705	1.5326	25000	125000
9	Spectrogram 1	1	1.5625	1.7801	25000	125000
10	Spectrogram 1	1	1.8099	1.8953	25000	125000
11	Spectrogram 1	1	1.9166	1.9763	25000	125000
