Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4915	0.547	25000	125000
2	Spectrogram 1	1	0.6409	0.7262	25000	125000
3	Spectrogram 1	1	0.7433	0.7945	25000	125000
4	Spectrogram 1	1	0.8414	0.8926	25000	125000
5	Spectrogram 1	1	1.0547	1.1315	25000	125000
6	Spectrogram 1	1	1.1529	1.2297	25000	125000
7	Spectrogram 1	1	1.2638	1.3491	25000	125000
8	Spectrogram 1	1	1.3705	1.4473	25000	125000
9	Spectrogram 1	1	1.4771	1.5753	25000	125000
10	Spectrogram 1	1	1.5881	1.6777	25000	125000
11	Spectrogram 1	1	1.7033	1.8185	25000	125000
12	Spectrogram 1	1	1.8313	1.9763	25000	125000
