Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0734	0.1673	25000	125000
2	Spectrogram 1	1	0.1971	0.2654	25000	125000
3	Spectrogram 1	1	0.2995	0.3849	25000	125000
4	Spectrogram 1	1	0.419	0.5129	25000	125000
5	Spectrogram 1	1	0.5427	0.6622	25000	125000
6	Spectrogram 1	1	0.6963	0.803	25000	125000
7	Spectrogram 1	1	0.8371	1.0121	25000	125000
8	Spectrogram 1	1	1.0505	1.1273	25000	125000
9	Spectrogram 1	1	1.2126	1.3747	25000	125000
10	Spectrogram 1	1	1.4089	1.4942	25000	125000
11	Spectrogram 1	1	1.5198	1.5923	25000	125000
12	Spectrogram 1	1	1.6265	1.7118	25000	125000
13	Spectrogram 1	1	1.7331	1.8099	25000	125000
14	Spectrogram 1	1	1.8654	1.9209	25000	125000
