Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.035	25000	125000
2	Spectrogram 1	1	0.0606	0.1374	25000	125000
3	Spectrogram 1	1	0.1459	0.2057	25000	125000
4	Spectrogram 1	1	0.5299	0.6835	25000	125000
5	Spectrogram 1	1	0.7134	0.7731	25000	125000
6	Spectrogram 1	1	0.8883	0.9481	25000	125000
7	Spectrogram 1	1	0.9865	1.0462	25000	125000
8	Spectrogram 1	1	1.0761	1.1486	25000	125000
9	Spectrogram 1	1	1.1742	1.2382	25000	125000
10	Spectrogram 1	1	1.2595	1.3193	25000	125000
11	Spectrogram 1	1	1.8227	1.9763	25000	125000
