Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.1246	0.2057	25000	125000
3	Spectrogram 1	1	0.2526	0.3422	25000	125000
4	Spectrogram 1	1	0.3721	0.4745	25000	125000
5	Spectrogram 1	1	0.5171	0.6025	25000	125000
6	Spectrogram 1	1	0.6323	0.8371	25000	125000
7	Spectrogram 1	1	0.9865	1.0846	25000	125000
8	Spectrogram 1	1	1.1273	1.2467	25000	125000
9	Spectrogram 1	1	1.2809	1.3235	25000	125000
10	Spectrogram 1	1	1.3747	1.4345	25000	125000
11	Spectrogram 1	1	1.4686	1.5582	25000	125000
12	Spectrogram 1	1	1.5881	1.6435	25000	125000
13	Spectrogram 1	1	1.6734	1.7289	25000	125000
