Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1289	25000	125000
2	Spectrogram 1	1	0.1545	0.2611	25000	125000
3	Spectrogram 1	1	0.2739	0.5555	25000	125000
4	Spectrogram 1	1	0.5641	0.6963	25000	125000
5	Spectrogram 1	1	0.7177	0.8073	25000	125000
6	Spectrogram 1	1	0.8243	0.8798	25000	125000
7	Spectrogram 1	1	0.9267	1.0035	25000	125000
8	Spectrogram 1	1	1.5966	1.6649	25000	125000
9	Spectrogram 1	1	1.7246	1.8014	25000	125000
10	Spectrogram 1	1	1.827	1.9678	25000	125000
