Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1075	0.2099	25000	125000
3	Spectrogram 1	1	0.2185	0.3763	25000	125000
4	Spectrogram 1	1	0.3977	0.6025	25000	125000
5	Spectrogram 1	1	0.6451	0.7689	25000	125000
6	Spectrogram 1	1	0.7774	0.931	25000	125000
7	Spectrogram 1	1	0.9395	1.0249	25000	125000
8	Spectrogram 1	1	1.0419	1.1401	25000	125000
9	Spectrogram 1	1	1.1529	1.251	25000	125000
10	Spectrogram 1	1	1.2681	1.315	25000	125000
11	Spectrogram 1	1	1.3491	1.5795	25000	125000
12	Spectrogram 1	1	1.6179	1.7075	25000	125000
13	Spectrogram 1	1	1.7203	1.9507	25000	125000
14	Spectrogram 1	1	1.9635	1.9763	25000	125000
