Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.1801	25000	125000
2	Spectrogram 1	1	0.1971	0.2569	25000	125000
3	Spectrogram 1	1	0.2995	0.4019	25000	125000
4	Spectrogram 1	1	0.4147	0.5555	25000	125000
5	Spectrogram 1	1	0.5726	0.8457	25000	125000
6	Spectrogram 1	1	0.8841	0.9907	25000	125000
7	Spectrogram 1	1	1.0078	1.1486	25000	125000
8	Spectrogram 1	1	1.1699	1.251	25000	125000
9	Spectrogram 1	1	1.2894	1.4046	25000	125000
10	Spectrogram 1	1	1.4174	1.5881	25000	125000
11	Spectrogram 1	1	1.6393	1.827	25000	125000
12	Spectrogram 1	1	1.8654	1.9763	25000	125000
