Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0734	0.1715	25000	125000
2	Spectrogram 1	1	0.2057	0.3251	25000	125000
3	Spectrogram 1	1	0.3507	0.4915	25000	125000
4	Spectrogram 1	1	0.5129	0.5811	25000	125000
5	Spectrogram 1	1	0.611	0.7219	25000	125000
6	Spectrogram 1	1	0.7433	0.9737	25000	125000
7	Spectrogram 1	1	1.0163	1.1699	25000	125000
8	Spectrogram 1	1	1.1955	1.2979	25000	125000
9	Spectrogram 1	1	1.3278	1.4003	25000	125000
10	Spectrogram 1	1	1.4345	1.5198	25000	125000
11	Spectrogram 1	1	1.5454	1.6094	25000	125000
12	Spectrogram 1	1	1.6478	1.7417	25000	125000
13	Spectrogram 1	1	1.7758	1.8526	25000	125000
14	Spectrogram 1	1	1.8953	1.9678	25000	125000
