Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0691	0.2099	25000	125000
3	Spectrogram 1	1	0.2654	0.4147	25000	125000
4	Spectrogram 1	1	0.4617	0.6195	25000	125000
5	Spectrogram 1	1	0.6537	0.8201	25000	125000
6	Spectrogram 1	1	0.8542	0.995	25000	125000
7	Spectrogram 1	1	1.0206	1.1486	25000	125000
8	Spectrogram 1	1	1.1785	1.3534	25000	125000
9	Spectrogram 1	1	1.3833	1.4686	25000	125000
10	Spectrogram 1	1	1.4899	1.6094	25000	125000
11	Spectrogram 1	1	1.6307	1.8142	25000	125000
12	Spectrogram 1	1	1.8398	1.9763	25000	125000
