Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.291	0.3678	25000	125000
3	Spectrogram 1	1	0.4062	0.4745	25000	125000
4	Spectrogram 1	1	0.5086	0.5897	25000	125000
5	Spectrogram 1	1	0.6323	0.7134	25000	125000
6	Spectrogram 1	1	0.7518	0.8627	25000	125000
7	Spectrogram 1	1	0.9011	0.9438	25000	125000
8	Spectrogram 1	1	0.9907	1.0547	25000	125000
9	Spectrogram 1	1	1.3577	1.4643	25000	125000
10	Spectrogram 1	1	1.4985	1.5753	25000	125000
11	Spectrogram 1	1	1.7118	1.8526	25000	125000
12	Spectrogram 1	1	1.8825	1.9678	25000	125000
