Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2526	25000	125000
2	Spectrogram 1	1	0.291	0.4489	25000	125000
3	Spectrogram 1	1	0.483	0.6665	25000	125000
4	Spectrogram 1	1	0.6835	0.8841	25000	125000
5	Spectrogram 1	1	0.9054	1.0633	25000	125000
6	Spectrogram 1	1	1.0803	1.1913	25000	125000
7	Spectrogram 1	1	1.2297	1.4089	25000	125000
8	Spectrogram 1	1	1.4302	1.5625	25000	125000
9	Spectrogram 1	1	1.5795	1.6563	25000	125000
10	Spectrogram 1	1	1.6905	1.7673	25000	125000
