Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.1161	0.163	25000	125000
3	Spectrogram 1	1	0.3123	0.3635	25000	125000
4	Spectrogram 1	1	0.4275	0.4787	25000	125000
5	Spectrogram 1	1	0.5385	0.5854	25000	125000
6	Spectrogram 1	1	1.0121	1.0505	25000	125000
7	Spectrogram 1	1	1.1102	1.1486	25000	125000
8	Spectrogram 1	1	1.3065	1.3534	25000	125000
9	Spectrogram 1	1	1.7075	1.7502	25000	125000
10	Spectrogram 1	1	1.9251	1.9593	25000	125000
