Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1459	0.2611	25000	125000
3	Spectrogram 1	1	0.2867	0.3635	25000	125000
4	Spectrogram 1	1	0.3934	0.5939	25000	125000
5	Spectrogram 1	1	0.6153	0.8499	25000	125000
6	Spectrogram 1	1	0.9011	1.0633	25000	125000
7	Spectrogram 1	1	1.0974	1.2638	25000	125000
8	Spectrogram 1	1	1.2979	1.4174	25000	125000
9	Spectrogram 1	1	1.4601	1.5369	25000	125000
10	Spectrogram 1	1	1.5795	1.6478	25000	125000
11	Spectrogram 1	1	1.7161	1.8355	25000	125000
12	Spectrogram 1	1	1.8697	1.9763	25000	125000
