Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.0734	0.1289	25000	125000
3	Spectrogram 1	1	0.1715	0.2355	25000	125000
4	Spectrogram 1	1	0.2654	0.3422	25000	125000
5	Spectrogram 1	1	0.3678	0.4531	25000	125000
6	Spectrogram 1	1	0.4745	0.5555	25000	125000
7	Spectrogram 1	1	0.5811	0.6366	25000	125000
8	Spectrogram 1	1	0.6665	0.7262	25000	125000
9	Spectrogram 1	1	0.7561	0.7987	25000	125000
10	Spectrogram 1	1	0.8414	0.9267	25000	125000
11	Spectrogram 1	1	1.0419	1.1017	25000	125000
12	Spectrogram 1	1	1.1315	1.2041	25000	125000
13	Spectrogram 1	1	1.2339	1.2894	25000	125000
14	Spectrogram 1	1	1.3235	1.3918	25000	125000
15	Spectrogram 1	1	1.4174	1.4729	25000	125000
16	Spectrogram 1	1	1.8825	1.9337	25000	125000
