Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0947	0.2355	25000	125000
3	Spectrogram 1	1	0.2611	0.3891	25000	125000
4	Spectrogram 1	1	0.4361	0.5342	25000	125000
5	Spectrogram 1	1	0.5598	0.6622	25000	125000
6	Spectrogram 1	1	0.6793	0.7518	25000	125000
7	Spectrogram 1	1	0.7902	0.8926	25000	125000
8	Spectrogram 1	1	1.1401	1.2681	25000	125000
9	Spectrogram 1	1	1.3107	1.4003	25000	125000
10	Spectrogram 1	1	1.4515	1.5369	25000	125000
11	Spectrogram 1	1	1.7075	1.7673	25000	125000
12	Spectrogram 1	1	1.8185	1.9251	25000	125000
13	Spectrogram 1	1	1.955	1.9763	25000	125000
