Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0777	0.227	25000	125000
3	Spectrogram 1	1	0.2611	0.3294	25000	125000
4	Spectrogram 1	1	0.3721	0.4403	25000	125000
5	Spectrogram 1	1	0.4702	0.5342	25000	125000
6	Spectrogram 1	1	0.6793	0.7262	25000	125000
7	Spectrogram 1	1	0.7561	0.8158	25000	125000
8	Spectrogram 1	1	0.8542	0.9011	25000	125000
9	Spectrogram 1	1	0.9438	1.0206	25000	125000
10	Spectrogram 1	1	1.0761	1.1443	25000	125000
11	Spectrogram 1	1	1.1742	1.2467	25000	125000
12	Spectrogram 1	1	1.2681	1.3107	25000	125000
13	Spectrogram 1	1	1.3662	1.4387	25000	125000
14	Spectrogram 1	1	1.4729	1.5923	25000	125000
15	Spectrogram 1	1	1.6179	1.6862	25000	125000
16	Spectrogram 1	1	1.7331	1.8611	25000	125000
17	Spectrogram 1	1	1.8867	1.9763	25000	125000
