Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.0905	25000	125000
2	Spectrogram 1	1	0.1545	0.2313	25000	125000
3	Spectrogram 1	1	0.2995	0.355	25000	125000
4	Spectrogram 1	1	0.419	0.5939	25000	125000
5	Spectrogram 1	1	0.7603	0.8073	25000	125000
6	Spectrogram 1	1	1.0889	1.1529	25000	125000
7	Spectrogram 1	1	1.2425	1.3065	25000	125000
8	Spectrogram 1	1	1.3449	1.4217	25000	125000
9	Spectrogram 1	1	1.4729	1.7417	25000	125000
10	Spectrogram 1	1	1.9166	1.9763	25000	125000
