Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.1673	0.2526	25000	125000
3	Spectrogram 1	1	0.2995	0.3635	25000	125000
4	Spectrogram 1	1	0.4019	0.5811	25000	125000
5	Spectrogram 1	1	0.6025	0.7219	25000	125000
6	Spectrogram 1	1	0.7433	0.8542	25000	125000
7	Spectrogram 1	1	0.8755	1.1742	25000	125000
8	Spectrogram 1	1	1.1913	1.379	25000	125000
9	Spectrogram 1	1	1.4003	1.5113	25000	125000
10	Spectrogram 1	1	1.5369	1.6435	25000	125000
11	Spectrogram 1	1	1.6649	1.7758	25000	125000
12	Spectrogram 1	1	1.8142	1.9678	25000	125000
