Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1502	25000	125000
2	Spectrogram 1	1	0.2483	0.4147	25000	125000
3	Spectrogram 1	1	0.4873	0.6366	25000	125000
4	Spectrogram 1	1	0.6921	0.9694	25000	125000
5	Spectrogram 1	1	0.9993	1.0974	25000	125000
6	Spectrogram 1	1	1.1059	1.1742	25000	125000
7	Spectrogram 1	1	1.2126	1.2638	25000	125000
8	Spectrogram 1	1	1.2894	1.3747	25000	125000
9	Spectrogram 1	1	1.4217	1.5198	25000	125000
10	Spectrogram 1	1	1.5838	1.6307	25000	125000
11	Spectrogram 1	1	1.6777	1.9251	25000	125000
12	Spectrogram 1	1	1.9507	1.9763	25000	125000
