Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.0734	25000	125000
2	Spectrogram 1	1	0.1502	0.2057	25000	125000
3	Spectrogram 1	1	0.9225	0.9566	25000	125000
4	Spectrogram 1	1	1.0291	1.0761	25000	125000
5	Spectrogram 1	1	1.1529	1.2126	25000	125000
6	Spectrogram 1	1	1.3705	1.4131	25000	125000
7	Spectrogram 1	1	1.571	1.6137	25000	125000
8	Spectrogram 1	1	1.6819	1.7417	25000	125000
9	Spectrogram 1	1	1.8057	1.8654	25000	125000
10	Spectrogram 1	1	1.9465	1.9763	25000	125000
