Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1374	25000	125000
2	Spectrogram 1	1	0.291	0.4403	25000	125000
3	Spectrogram 1	1	0.4574	0.5854	25000	125000
4	Spectrogram 1	1	0.6153	0.7646	25000	125000
5	Spectrogram 1	1	0.7945	0.8713	25000	125000
6	Spectrogram 1	1	0.9139	1.0206	25000	125000
7	Spectrogram 1	1	1.0419	1.123	25000	125000
8	Spectrogram 1	1	1.1486	1.2425	25000	125000
9	Spectrogram 1	1	1.2681	1.3961	25000	125000
10	Spectrogram 1	1	1.4217	1.5326	25000	125000
11	Spectrogram 1	1	1.5582	1.6563	25000	125000
12	Spectrogram 1	1	1.6905	1.7715	25000	125000
13	Spectrogram 1	1	1.7971	1.9379	25000	125000
14	Spectrogram 1	1	1.9593	1.9763	25000	125000
