Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1203	0.3081	25000	125000
3	Spectrogram 1	1	0.3593	0.5683	25000	125000
4	Spectrogram 1	1	0.6622	0.7689	25000	125000
5	Spectrogram 1	1	0.7817	0.8841	25000	125000
6	Spectrogram 1	1	0.9822	1.1571	25000	125000
7	Spectrogram 1	1	1.2169	1.3619	25000	125000
8	Spectrogram 1	1	1.4259	1.4857	25000	125000
9	Spectrogram 1	1	1.5454	1.7246	25000	125000
10	Spectrogram 1	1	1.7843	1.9593	25000	125000
