Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.099	25000	125000
2	Spectrogram 1	1	0.163	0.2099	25000	125000
3	Spectrogram 1	1	0.2697	0.3507	25000	125000
4	Spectrogram 1	1	0.3806	0.5129	25000	125000
5	Spectrogram 1	1	0.5982	0.7006	25000	125000
6	Spectrogram 1	1	0.7603	0.8371	25000	125000
7	Spectrogram 1	1	0.9054	1.0035	25000	125000
8	Spectrogram 1	1	1.0334	1.1785	25000	125000
9	Spectrogram 1	1	1.2382	1.3705	25000	125000
10	Spectrogram 1	1	1.4089	1.5326	25000	125000
11	Spectrogram 1	1	1.5497	1.7246	25000	125000
12	Spectrogram 1	1	1.8099	1.9507	25000	125000
