Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4062	0.4745	25000	125000
2	Spectrogram 1	1	0.5171	0.5811	25000	125000
3	Spectrogram 1	1	0.6195	0.739	25000	125000
4	Spectrogram 1	1	0.7561	0.8755	25000	125000
5	Spectrogram 1	1	0.8969	0.9993	25000	125000
6	Spectrogram 1	1	1.0249	1.123	25000	125000
7	Spectrogram 1	1	1.1358	1.2638	25000	125000
8	Spectrogram 1	1	1.2809	1.3918	25000	125000
9	Spectrogram 1	1	1.4131	1.5369	25000	125000
10	Spectrogram 1	1	1.5454	1.6307	25000	125000
11	Spectrogram 1	1	1.6521	1.7374	25000	125000
12	Spectrogram 1	1	1.7459	1.8654	25000	125000
13	Spectrogram 1	1	1.8739	1.9763	25000	125000
