Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.0862	0.2867	25000	125000
3	Spectrogram 1	1	0.3422	0.5555	25000	125000
4	Spectrogram 1	1	0.5982	0.7262	25000	125000
5	Spectrogram 1	1	0.7603	0.9822	25000	125000
6	Spectrogram 1	1	1.0078	1.1657	25000	125000
7	Spectrogram 1	1	1.1955	1.3449	25000	125000
8	Spectrogram 1	1	1.379	1.5198	25000	125000
9	Spectrogram 1	1	1.7715	1.8441	25000	125000
10	Spectrogram 1	1	1.8739	1.9422	25000	125000
