Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.163	25000	125000
2	Spectrogram 1	1	0.1843	0.2825	25000	125000
3	Spectrogram 1	1	0.2995	0.4403	25000	125000
4	Spectrogram 1	1	0.4659	0.547	25000	125000
5	Spectrogram 1	1	0.5726	0.6366	25000	125000
6	Spectrogram 1	1	0.675	0.7561	25000	125000
7	Spectrogram 1	1	0.7689	0.8627	25000	125000
8	Spectrogram 1	1	0.8841	0.9737	25000	125000
9	Spectrogram 1	1	0.9822	1.1273	25000	125000
10	Spectrogram 1	1	1.1443	1.3534	25000	125000
11	Spectrogram 1	1	1.3833	1.5497	25000	125000
12	Spectrogram 1	1	1.571	1.7161	25000	125000
13	Spectrogram 1	1	1.7374	1.891	25000	125000
14	Spectrogram 1	1	1.9038	1.9763	25000	125000
