Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1331	0.1929	25000	125000
3	Spectrogram 1	1	0.3422	0.419	25000	125000
4	Spectrogram 1	1	0.4659	0.5385	25000	125000
5	Spectrogram 1	1	0.6963	0.7475	25000	125000
6	Spectrogram 1	1	0.7945	0.8969	25000	125000
7	Spectrogram 1	1	1.0121	1.0761	25000	125000
8	Spectrogram 1	1	1.1145	1.1827	25000	125000
9	Spectrogram 1	1	1.2169	1.3022	25000	125000
10	Spectrogram 1	1	1.443	1.4942	25000	125000
11	Spectrogram 1	1	1.8355	1.9038	25000	125000
