Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0435	25000	125000
2	Spectrogram 1	1	0.1075	0.2057	25000	125000
3	Spectrogram 1	1	0.2355	0.2739	25000	125000
4	Spectrogram 1	1	0.3294	0.419	25000	125000
5	Spectrogram 1	1	0.6579	0.6963	25000	125000
6	Spectrogram 1	1	0.8457	0.9139	25000	125000
7	Spectrogram 1	1	0.995	1.059	25000	125000
8	Spectrogram 1	1	1.3577	1.4345	25000	125000
9	Spectrogram 1	1	1.4899	1.6265	25000	125000
10	Spectrogram 1	1	1.6691	1.8185	25000	125000
11	Spectrogram 1	1	1.8441	1.9038	25000	125000
12	Spectrogram 1	1	1.9465	1.9763	25000	125000
