Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1417	0.2953	25000	125000
3	Spectrogram 1	1	0.3209	0.4233	25000	125000
4	Spectrogram 1	1	0.4574	0.5555	25000	125000
5	Spectrogram 1	1	0.5939	0.6537	25000	125000
6	Spectrogram 1	1	0.7177	0.8329	25000	125000
7	Spectrogram 1	1	0.8798	0.9267	25000	125000
8	Spectrogram 1	1	1.1102	1.1955	25000	125000
9	Spectrogram 1	1	1.2339	1.3619	25000	125000
10	Spectrogram 1	1	1.3961	1.4985	25000	125000
11	Spectrogram 1	1	1.5326	1.5923	25000	125000
12	Spectrogram 1	1	1.6435	1.7033	25000	125000
13	Spectrogram 1	1	1.7545	1.8995	25000	125000
14	Spectrogram 1	1	1.9422	1.9763	25000	125000
