Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1033	0.1843	25000	125000
3	Spectrogram 1	1	0.2313	0.4062	25000	125000
4	Spectrogram 1	1	0.4275	0.5342	25000	125000
5	Spectrogram 1	1	0.5641	0.6921	25000	125000
6	Spectrogram 1	1	0.7091	0.867	25000	125000
7	Spectrogram 1	1	0.8926	0.9907	25000	125000
8	Spectrogram 1	1	1.0334	1.1145	25000	125000
9	Spectrogram 1	1	1.5326	1.6606	25000	125000
10	Spectrogram 1	1	1.6862	1.7459	25000	125000
