Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0947	25000	125000
2	Spectrogram 1	1	0.1033	0.1929	25000	125000
3	Spectrogram 1	1	0.2142	0.2782	25000	125000
4	Spectrogram 1	1	0.3209	0.3977	25000	125000
5	Spectrogram 1	1	0.4361	0.5385	25000	125000
6	Spectrogram 1	1	0.675	0.8457	25000	125000
7	Spectrogram 1	1	0.8798	1.0163	25000	125000
8	Spectrogram 1	1	1.443	1.5838	25000	125000
9	Spectrogram 1	1	1.6051	1.7545	25000	125000
10	Spectrogram 1	1	1.763	1.9166	25000	125000
11	Spectrogram 1	1	1.9379	1.9763	25000	125000
