Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1459	0.2014	25000	125000
2	Spectrogram 1	1	0.2441	0.4873	25000	125000
3	Spectrogram 1	1	0.5257	0.7518	25000	125000
4	Spectrogram 1	1	0.7859	0.9694	25000	125000
5	Spectrogram 1	1	1.0974	1.251	25000	125000
6	Spectrogram 1	1	1.2851	1.3278	25000	125000
7	Spectrogram 1	1	1.3491	1.5454	25000	125000
8	Spectrogram 1	1	1.5753	1.7246	25000	125000
9	Spectrogram 1	1	1.7545	1.8398	25000	125000
10	Spectrogram 1	1	1.8825	1.9763	25000	125000
