Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1545	0.2697	25000	125000
3	Spectrogram 1	1	0.3209	0.4233	25000	125000
4	Spectrogram 1	1	0.4659	0.5299	25000	125000
5	Spectrogram 1	1	0.7731	0.8329	25000	125000
6	Spectrogram 1	1	0.8755	0.9481	25000	125000
7	Spectrogram 1	1	0.995	1.0633	25000	125000
8	Spectrogram 1	1	1.1017	1.2126	25000	125000
9	Spectrogram 1	1	1.2553	1.443	25000	125000
10	Spectrogram 1	1	1.4857	1.6137	25000	125000
11	Spectrogram 1	1	1.6691	1.7161	25000	125000
