Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0649	0.1715	25000	125000
3	Spectrogram 1	1	0.1801	0.2355	25000	125000
4	Spectrogram 1	1	0.2569	0.3166	25000	125000
5	Spectrogram 1	1	0.3507	0.4019	25000	125000
6	Spectrogram 1	1	0.4361	0.4787	25000	125000
7	Spectrogram 1	1	0.5129	0.5683	25000	125000
8	Spectrogram 1	1	1.1017	1.1486	25000	125000
9	Spectrogram 1	1	1.763	1.8057	25000	125000
10	Spectrogram 1	1	1.9422	1.9763	25000	125000
