Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1502	25000	125000
2	Spectrogram 1	1	0.1673	0.291	25000	125000
3	Spectrogram 1	1	0.3294	0.4574	25000	125000
4	Spectrogram 1	1	0.5854	0.6451	25000	125000
5	Spectrogram 1	1	0.6878	0.7433	25000	125000
6	Spectrogram 1	1	0.8841	0.9694	25000	125000
7	Spectrogram 1	1	0.9993	1.1187	25000	125000
8	Spectrogram 1	1	1.1699	1.2382	25000	125000
9	Spectrogram 1	1	1.2809	1.3875	25000	125000
10	Spectrogram 1	1	1.4259	1.5497	25000	125000
11	Spectrogram 1	1	1.5667	1.6393	25000	125000
12	Spectrogram 1	1	1.6734	1.7587	25000	125000
